CommandVerb,ExternalElement,Mnemonic,APID,OPCODE,Constraints,GroundOnly,Protected,ShortDescription,LongDescription,BitLength,Offset,DataType,Range,Default,Units,Conversion,SafetyLevel,BitPattern,
sd,cmd,update_partition,0x0,0xb8,,,,"Resize/relocate a partition","",160,,,,,,,,18000000000DB852000000000000000000000000,
,,partition,,,,,,"Partition to modify","",,64,D32,,,none,0/MISC 1/SCIC 2/SCID 3/ADCS 4/BEACON 5/LOG ,,,
,,addr,,,,,,"New start address for partition","",,96,U32,,,none,,,,
,,size,,,,,,"New size for partition","",,128,U32,,,none,,,,
sd,cmd,pwr_off,0x0,0xb9,,,,"Power off a card","",96,,,,,,,,180000000005B95B00000000,
,,card,,,,,,"Card to power off","",,64,D32,,,none,0/CARD_0 1/CARD_1 ,,,
sd,cmd,fdri_reset,0x0,0xba,,,,"Reset FDRI attempts","",64,,,,,,,,180000000001BA5C,
sd,cmd,fdri_limit,0x0,0xbb,,,,"Set FDRI Attempt Limit","",96,,,,,,,,180000000005BB5900000000,
,,limit,,,,,,"Number of FDRI attempts","",,64,U32,,,none,,,,
sd,cmd,table_reset,0x0,0xbc,,,,"Restore table defaults","",64,,,,,,,,180000000001BC5A,
eps,cmd,pwr_on,0x0,0xa0,,,,"Power on EPS component","",128,,,,,,,,180000000009A04E0000000000000000,
,,component,,,,,,"Component to power","",,64,D32,,,none,0/DAXSS 1/CIP 2/ADCS 3/SBAND 4/HEATER ,,,
,,override,,,,,,"Override flag","",,96,U32,,0,none,,,,
eps,cmd,pwr_off,0x0,0xa1,,,,"Power on EPS component","",128,,,,,,,,180000000009A14F0000000000000000,
,,component,,,,,,"Component to power","",,64,D32,,,none,0/DAXSS 1/CIP 2/ADCS 3/SBAND 4/HEATER ,,,
,,override,,,,,,"Override flag","",,96,U32,,0,none,,,,
eps,cmd,pwr_cycle,0x0,0xa2,,,,"Power cycle EPS component","",96,,,,,,,,180000000005A24000000000,
,,component,,,,,,"Component to power","",,64,D32,,,none,0/DAXSS 1/CIP 2/ADCS 3/SBAND 4/HEATER ,,,
eps,cmd,deploy,0x0,0xa3,,,,"Deploy a component","",96,,,,,,,,180000000005A34100000000,
,,component,,,,,,"Component to deploy","",,64,D32,,,none,0/PANEL1 1/PANEL2 2/ANTENNA ,,,
eps,cmd,htr_setpoint,0x0,0xa4,,,,"Set heater setpoints","",128,,,,,,,,180000000009A44A0000000000000000,
,,low,,,,,,"Low setpoint (degrees C)","",,64,F32,,,none,,,,
,,high,,,,,,"High setpoint (degrees C)","",,96,F32,,,none,,,,
eps,cmd,htr_samples,0x0,0xa5,,,,"Set heater sample threshold","",96,,,,,,,,180000000005A54700000000,
,,samples,,,,,,"Number of consecutive samples","",,64,U8,,,none,,,,
eps,cmd,eclipse_thresh,0x0,0xa6,,,,"Set solar array eclipse threshold","",96,,,,,,,,180000000005A64400000000,
,,threshold,,,,,,"Threshold for solar array voltage","",,64,U16,,,none,,,,
uhf,cmd,pass,0x0,0x80,,,,"Pass command to UHF radio","",224,,,,,,,,18000000001580720000000000000000000000000000000000000000,
,,len,,,,,,"Size of command payload","",,64,U32,,,none,,,,
,,data,,,,,,"Command payload","",,96,C128,,,none,,,,
uhf,cmd,init,0x0,0x81,,,,"Send initialization command to radio","",64,,,,,,,,1800000000018167,
uhf,cmd,set_resp_state,0x0,0x82,,,,"Set state of response packets","",96,,,,,,,,180000000005826000000000,
,,state,,,,,,"New state","",,64,D32,,,none,0/DIS 1/ENA ,,,
cip,cmd,sci_fast,0x0,0xd0,,,,"CIP Fast Science Mode","",96,,,,,,,,180000000005D03200000000,
,,count,,,,,,"Number of orbits to stay in fast mode","",,64,U32,,,none,,,,
mode,cmd,set,0x0,0xf0,,,,"Set system mode","",96,,,,,,,,180000000005F01200000000,
,,mode,,,,,,"New mode","",,64,D32,,,none,0/PHOENIX 1/SAFE 2/SCID 3/SCIC ,,,
mode,cmd,avoid,0x0,0xf1,,,,"Set mode to avoid","",96,,,,,,,,180000000005F11300000000,
,,mode,,,,,,"Mode to avoid","",,64,D32,,,none,0/PHOENIX 1/SAFE 2/SCID 3/SCIC ,,,
mode,cmd,set_threshold,0x0,0xf2,,,,"Set mode change threshold","",128,,,,,,,,180000000009F21C0000000000000000,
,,threshold,,,,,,"Threshold to change","",,64,D32,,,none,0/PHX_TO_SAFE 1/SAFE_TO_PHX 2/SAFE_TO_SCI 3/SCI_TO_SAFE ,,,
,,value,,,,,,"New threshold value","",,96,U32,,,none,,,,
clt,cmd,clear,0x0,0xf3,,,,"Clear command loss timer flag","",64,,,,,,,,180000000001F315,
clt,cmd,threshold,0x0,0xf4,,,,"Set command loss timer threshold","",96,,,,,,,,180000000005F41600000000,
,,value,,,,,,"New threshold value (seconds)","",,64,U32,,,none,,,,
mode,cmd,launch_delay,0x0,0xf5,,,,"Set launch delay time","",96,,,,,,,,180000000005F51700000000,
,,value,,,,,,"New value (seconds)","",,64,U32,,,none,,,,
mode,cmd,launch_set_flag,0x0,0xf6,,,,"Set launch delay state flag","",96,,,,,,,,180000000005F61400000000,
,,state,,,,,,"State of flag","",,64,U32,,,none,,,,
mode,cmd,deploy_interval,0x0,0xf7,,,,"Set deployment interval","",96,,,,,,,,180000000005F71500000000,
,,value,,,,,,"New value (seconds)","",,64,U32,,,none,,,,
mode,cmd,deploy_flag,0x0,0xf8,,,,"Set deployment flag","",128,,,,,,,,180000000009F8160000000000000000,
,,component,,,,,,"Component","",,64,D32,,,none,0/PANEL1 1/PANEL2 2/ANTENNA ,,,
,,state,,,,,,"State","",,96,U32,,,none,,,,
mode,cmd,reset_sc,0x0,0xf9,,,,"Reset spacecraft","",64,,,,,,,,180000000001F91F,
mode,cmd,avoid_clear,0x0,0xfa,,,,"Clear mode avoidance flag","",96,,,,,,,,180000000005FA1800000000,
,,mode,,,,,,"Mode to clear","",,64,D32,,,none,0/PHOENIX 1/SAFE 2/SCID 3/SCIC ,,,
mode,cmd,eclipse_method,0x0,0xfb,,,,"Set eclipse method for mode changes","",96,,,,,,,,180000000005FB1900000000,
,,method,,,,,,"Method for eclipse determination","",,64,D8,,,none,0/ADCS 1/EPS ,,,
mode,cmd,auto_dis,0x0,0xfc,,,,"Disable autonomous mode transitions","",96,,,,,,,,180000000005FC1E00000000,
,,timeout,,,,,,"Number of second to leave auto mode disabled","",,64,U32,,,none,,,,
mode,cmd,auto_ena,0x0,0xfd,,,,"Enable autonomous mode transitions","",64,,,,,,,,180000000001FD1B,
adcs,cmd,pass,0x0,0x90,,,,"ADCS Pass Through command","",1120,,,,,,,,18000000008590F2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
,,len,,,,,,"Number of valid bytes in data field","",,64,U32,,,none,,,,
,,data,,,,,,"Data to pass as command","",,96,U1024,,,none,,,,
adcs,cmd,reset,0x0,0x91,,,,"ADCS Reset Counters","",64,,,,,,,,1800000000019177,
adcs,cmd,read,0x0,0x92,,,,"ADCS Read Buffer","",96,,,,,,,,180000000005927000000000,
,,addr,,,,,,"Address to read","",,64,U16,,,none,,,,
,,length,,,,,,"Number of bytes to read","",,80,U16,,,none,,,,
adcs,cmd,coarse_point,0x0,0x93,,,,"ADCS Goto Coarse Point","",64,,,,,,,,1800000000019375,
adcs,cmd,fine_point,0x0,0x94,,,,"ADCS Goto Fine Sun Point","",64,,,,,,,,1800000000019472,
adcs,cmd,ram_point,0x0,0x95,,,,"ADCS Goto RAM Point","",64,,,,,,,,1800000000019573,
adcs,cmd,fine_update,0x0,0x96,,,,"ADCS Update Fine Point Parameters","",128,,,,,,,,18000000000996780000000000000000,
,,velAber,,,,,,"Velocity Aberration","",,64,U8,,,none,,,,
,,secRefDir,,,,,,"Secondary Reference Dir","",,72,U8,,,none,,,,
,,priCmdDir,,,,,,"Primary Command Dir","",,80,U8,,,none,,,,
,,secCmdDir,,,,,,"Secondary Command Dir","",,88,U8,,,none,,,,
,,yawAngle,,,,,,"Yaw Angle","",,96,F32,,,none,,,,
adcs,cmd,ram_update,0x0,0x97,,,,"ADCS Update RAM Point Parameters","",224,,,,,,,,18000000001597650000000000000000000000000000000000000000,
,,priCmdDir,,,,,,"Primary Command Dir","",,64,U8,,,none,,,,
,,secCmdDir,,,,,,"Secondary Command Dir","",,72,U8,,,none,,,,
,,roll,,,,,,"Roll","",,96,F32,,,none,,,,
,,pitch,,,,,,"Pitch","",,128,F32,,,none,,,,
,,yaw,,,,,,"Yaw","",,160,F32,,,none,,,,
,,ref4,,,,,,"Ref4","",,192,F32,,,none,,,,
adcs,cmd,eclipse_update,0x0,0x98,,,,"ADCS Update Eclipse Checking thresholds","",96,,,,,,,,180000000005987A00000000,
,,threshold,,,,,,"Threshold for raw CSS data","",,64,U16,,,none,,,,
,,count,,,,,,"Number of sensors to be below threshold for eclipse","",,80,U16,,,none,,,,
kill,sim,,0x52e,0x0,,,,"Kill pc simulation","",96,,,,,,,,352EF853180000000001FF00,
cip,cmd,pass,0x5,0x15,,,,"CIP Pass through command","",96,,,,,,,,1805000000051500000000DF,
,,opcode,,,,,,"","",,64,D8,,,none,0/CIP_OPCODE_SENSON 1/CIP_OPCODE_SENSDACC 2/CIP_OPCODE_SENSSVBC 3/CIP_OPCODE_SENSHDST 4/CIP_OPCODE_SENSFRPT 5/CIP_OPCODE_SENSPWRD 7/CIP_OPCODE_SAFE 8/CIP_OPCODE_NORMAL 9/CIP_OPCODE_FAST 11/CIP_OPCODE_PLP 12/CIP_OPCODE_RPAS 13/CIP_OPCODE_IDM 14/CIP_OPCODE_RPA 15/CIP_OPCODE_IT 16/CIP_OPCODE_IDM0 17/CIP_OPCODE_IDM1 18/CIP_OPCODE_IDM2 19/CIP_OPCODE_IDM3 20/CIP_OPCODE_IDMSV 21/CIP_OPCODE_BIAS 22/CIP_OPCODE_ISV 23/CIP_OPCODE_ESV 24/CIP_OPCODE_PRI 25/CIP_OPCODE_PRIS 26/CIP_OPCODE_AD0 27/CIP_OPCODE_AD1 28/CIP_OPCODE_DA0 29/CIP_OPCODE_DA1 30/CIP_OPCODE_DA2 31/CIP_OPCODE_DA3 32/CIP_OPCODE_PSVBLK0 33/CIP_OPCODE_PSVBLK1 34/CIP_OPCODE_PSVBLK2 35/CIP_OPCODE_PSVBLK3 36/CIP_OPCODE_RSVBLK0 37/CIP_OPCODE_RSVBLK1 38/CIP_OPCODE_RSVBLK2 39/CIP_OPCODE_RSVBLK3 40/CIP_OPCODE_IPBIASVAL0 41/CIP_OPCODE_IPBIASVAL1 42/CIP_OPCODE_IPBIASVAL2 43/CIP_OPCODE_IPBIASVAL3 44/CIP_OPCODE_SVFRQF 45/CIP_OPCODE_SVFRQ0 46/CIP_OPCODE_SVFRQ1 47/CIP_OPCODE_SVFRQ2 48/CIP_OPCODE_SVFRQ3 49/CIP_OPCODE_FPDOFF 50/CIP_OPCODE_FPDON 51/CIP_OPCODE_OCDOFF 52/CIP_OPCODE_OCDON ,,,
cip,cmd,set_time_tag,0x5,0x6,,,,"CIP Set time tag command","",96,,,,,,,,18050000000506000000004B,
,,time,,,,,,"","",,64,U32,,,none,,,,
cip,cmd,set_sweep_voltage,0x5,0x10,,,,"CIP Set sweep voltage command","",96,,,,,,,,180500000005100000000032,
,,parameters,,,,,,"","",,64,U32,,,none,,,,
daxss,cmd,noop,0x14,0x60,,,,"DAXSS Noop","",88,,,,,,,,18140000000460009F5A5A,
daxss,cmd,reset_count,0x14,0x60,,,,"DAXSS Reset Counters","",96,,,,,,,,1814000000056003009C5A5A,
,,group,,,,,,"","",,64,D8,,,none,0/COMMAND 1/PERSIST 2/PHX2SAFE 3/LOCKOUT 4/CONTACT ,,,
daxss,cmd,set_time,0x14,0x60,,,,"DAXSS Set Instrument Time","",120,,,,,,,,181400000008600600000000995A5A,
,,time,,,,,,"GPS Seconds","",,64,U32,,,none,,,,
daxss,cmd,set_rtc_sync,0x14,0x60,,,,"DAXSS Set Real Time Clock (RTC) Sync Period","",104,,,,,,,,18140000000660090000965A5A,
,,period,,,,,,"Period - 0-3600 seconds (0 means off)","",,64,U16,,,none,,,,
daxss,cmd,copy_param,0x14,0x60,,,,"DAXSS Copy Parameter Set","",112,,,,,,,,181400000007600C000000935A5A,
,,set,,,,,,"","",,64,D8,,,none,4/EEPVal1 5/EEPVal2 6/EEPMin 7/EEPMax ,,,
,,dir,,,,,,"","",,72,D8,,,none,0/RESTORE 1/SAVE ,,,
,,default,,,,,,"","",,80,D8,,,none,0/NOT_DEFAULT 1/ON_REBOOT ,,,
daxss,cmd,dump_param,0x14,0x60,,,,"DAXSS Dump Parameter Set","",96,,,,,,,,181400000005600F00905A5A,
,,set,,,,,,"","",,64,D8,,,none,0/RAMVal1 1/RAMDef 2/RAMMin 3/RAMMax 4/EEPVal1 5/EEPVal2 6/EEPMin 7/EEPMax ,,,
daxss,cmd,set_mode_persist,0x14,0x60,,,,"DAXSS Set Mode Trigger Persistence","",104,,,,,,,,18140000000660240000BB5A5A,
,,persistence,,,,,,"","",,64,U16,,,none,,,,
daxss,cmd,set_eclipse_calc,0x14,0x60,,,,"DAXSS Set Eclipse Calc CSS","",96,,,,,,,,181400000005602600B95A5A,
,,flag,,,,,,"","",,64,U8,,,none,,,,
daxss,cmd,set_eclipse_opt,0x14,0x60,,,,"DAXSS Set Power Eclipse Options","",104,,,,,,,,181400000006602D0000B25A5A,
,,flags,,,,,,"","",,64,U16,,,none,,,,
daxss,cmd,set_eclipse_out_volt,0x14,0x60,,,,"DAXSS Set Eclipse Out Volt","",104,,,,,,,,181400000006602E0000B15A5A,
,,volt,,,,,,"","",,64,U16,,,none,,,,
daxss,cmd,set_eclipse_out_curr,0x14,0x60,,,,"DAXSS Set Eclipse Out Current (CSS for FM-2)","",104,,,,,,,,181400000006602F0000B05A5A,
,,curr,,,,,,"","",,64,U16,,,none,,,,
daxss,cmd,set_eclipse_out_end,0x14,0x60,,,,"DAXSS Set Eclipse Out End","",104,,,,,,,,18140000000660310000AE5A5A,
,,end,,,,,,"","",,64,U16,,,none,,,,
daxss,cmd,set_eclipse_in_volt,0x14,0x60,,,,"DAXSS Set Eclipse In Volt","",104,,,,,,,,18140000000660320000AD5A5A,
,,volt,,,,,,"","",,64,U16,,,none,,,,
daxss,cmd,issue_hk_pkt,0x14,0x60,,,,"DAXSS Issue Real-Time HK Packet","",88,,,,,,,,1814000000046033AC5A5A,
daxss,cmd,set_eclipse_in_curr,0x14,0x60,,,,"DAXSS Set Eclipse In Current (CSS for FM-2)","",104,,,,,,,,18140000000660340000AB5A5A,
,,curr,,,,,,"","",,64,U16,,,none,,,,
daxss,cmd,set_eclipse_in_start,0x14,0x60,,,,"DAXSS Set Eclipse In Start","",104,,,,,,,,18140000000660350000AA5A5A,
,,start,,,,,,"","",,64,U16,,,none,,,,
daxss,cmd,set_sci_pkt_rate,0x14,0x60,,,,"DAXSS Set SCI Packet Rate","",104,,,,,,,,18140000000660480000D75A5A,
,,time,,,,,,"","",,64,U16,,,none,,,,
daxss,cmd,route_log_pkt,0x14,0x60,,,,"DAXSS Route LOG Packet","",96,,,,,,,,181400000005604E00D15A5A,
,,route,,,,,,"","",,64,U8,,,none,,,,
daxss,cmd,route_sci_pkt,0x14,0x60,,,,"DAXSS Route SCI Packet","",96,,,,,,,,181400000005605D00C25A5A,
,,route,,,,,,"","",,64,U8,,,none,,,,
daxss,cmd,set_log_pbk,0x14,0x60,,,,"DAXSS Set LOG Playback TLM Range","",168,,,,,,,,18140000000E606300000000000000000000FC5A5A,
,,LogStart,,,,,,"","",,64,U32,,,none,,,,
,,LogStop,,,,,,"","",,96,U32,,,none,,,,
,,LogStep,,,,,,"","",,128,U16,,,none,,,,
daxss,cmd,set_sci_pbk,0x14,0x60,,,,"DAXSS Set SCI Playback TLM Range","",168,,,,,,,,18140000000E606F00000000000000000000F05A5A,
,,SciStart,,,,,,"","",,64,U32,,,none,,,,
,,SciStop,,,,,,"","",,96,U32,,,none,,,,
,,SciStep,,,,,,"","",,128,U16,,,none,,,,
daxss,cmd,pwr_sps,0x14,0x60,,,,"DAXSS Switch Power SPS","",96,,,,,,,,1814000000056093000C5A5A,
,,pwr,,,,,,"","",,64,D8,,,none,0/OFF 1/ON 2/TOGGLE 3/CYCLE ,,,
daxss,cmd,pwr_x123,0x14,0x60,,,,"DAXSS Switch Power X123","",96,,,,,,,,181400000005609600095A5A,
,,pwr,,,,,,"","",,64,D8,,,none,0/OFF 1/ON 2/TOGGLE 3/CYCLE ,,,
daxss,cmd,set_i2c_timeout,0x14,0x60,,,,"DAXSS Set I2C Timeout","",104,,,,,,,,18140000000660B100002E5A5A,
,,TimeMinutes,,,,,,"","",,64,U16,,,none,,,,
daxss,cmd,write_cdh,0x14,0x60,,,,"DAXSS Write to CDH (dsPIC33) Memory","",120,,,,,,,,18140000000860B4000000002B5A5A,
,,addr,,,,,,"","",,64,U16,,,none,,,,
,,value,,,,,,"","",,80,U16,,,none,,,,
daxss,cmd,read_cdh,0x14,0x60,,,,"DAXSS Read from CDH (dsPIC33) Memory","",112,,,,,,,,18140000000760B7000000285A5A,
,,addr,,,,,,"","",,64,U16,,,none,,,,
,,num,,,,,,"","",,80,U8,,,none,,,,
daxss,cmd,write_ee,0x14,0x60,,,,"DAXSS Write to CDH EEPROM","",120,,,,,,,,18140000000860BA00000000255A5A,
,,addr,,,,,,"","",,64,U16,,,none,,,,
,,value,,,,,,"","",,80,U16,,,none,,,,
daxss,cmd,read_ee,0x14,0x60,,,,"DAXSS Read from CDH EEPROM","",112,,,,,,,,18140000000760BD000000225A5A,
,,addr,,,,,,"","",,64,U16,,,none,,,,
,,num,,,,,,"","",,80,U8,,,none,,,,
daxss,cmd,set_sps_offset,0x14,0x60,,,,"DAXSS Set SPS ASIC Offsets","",184,,,,,,,,18140000001060C00000000000000000000000005F5A5A,
,,offset1,,,,,,"","",,64,U16,,,none,,,,
,,offset2,,,,,,"","",,80,U16,,,none,,,,
,,offset3,,,,,,"","",,96,U16,,,none,,,,
,,offset4,,,,,,"","",,112,U16,,,none,,,,
,,offset5,,,,,,"","",,128,U16,,,none,,,,
,,offset6,,,,,,"","",,144,U16,,,none,,,,
daxss,cmd,set_stored_cmd_timeout,0x14,0x60,,,,"DAXSS Set Stored Cmd Timeout","",104,,,,,,,,18140000000660C100005E5A5A,
,,time,,,,,,"","",,64,U16,,,none,,,,
daxss,cmd,get_stored_cmd_report,0x14,0x60,,,,"DAXSS Get Stored Command Report","",88,,,,,,,,18140000000460C25D5A5A,
daxss,cmd,clear_stored,0x14,0x60,,,,"DAXSS Get Stored Command Report","",88,,,,,,,,18140000000460C45B5A5A,
daxss,cmd,add_stored,0x14,0x60,,,,"DAXSS Add Stored Command","",120,,,,,,,,18140000000860C600000000595A5A,
,,GpsSeconds,,,,,,"","",,64,U32,,,none,,,,
daxss,cmd,set_pico_gain,0x14,0x60,,,,"DAXSS Set PicoSIM Gain ","",104,,,,,,,,18140000000660CA0000555A5A,
,,gain,,,,,,"","",,64,U16,,,none,,,,
daxss,cmd,set_pico_int_time,0x14,0x60,,,,"DAXSS Set PicsoSIM Integration","",104,,,,,,,,18140000000660CB0000545A5A,
,,time,,,,,,"","",,64,U16,,,none,,,,
daxss,cmd,set_sps_xact_offset,0x14,0x60,,,,"DAXSS Set SPS to XACT Offset(s)","",120,,,,,,,,18140000000860CF00000000505A5A,
,,x,,,,,,"","",,64,I16,,,none,,,,
,,y,,,,,,"","",,80,I16,,,none,,,,
daxss,cmd,set_x123_compress,0x14,0x60,,,,"DAXSS Set X123 Data Compression","",96,,,,,,,,18140000000560D2004D5A5A,
,,flag,,,,,,"","",,64,U8,,,none,,,,
daxss,cmd,send_x123,0x14,0x60,,,,"DAXSS Send X123 Command","",600,,,,,,,,18140000004460DB00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000445A5A,
,,cmd,,,,,,"","",,64,C512,,,none,,,,
daxss,cmd,query_x123,0x14,0x60,,,,"DAXSS Query X123 Status (send Query Info)","",600,,,,,,,,18140000004460DE00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000415A5A,
,,cmd,,,,,,"","",,64,C512,,,none,,,,
daxss,cmd,arm,0x14,0x60,,,,"DAXSS Enable Dual Command","",88,,,,,,,,18140000000460ED725A5A,
daxss,cmd,set_x123_offset,0x14,0x60,,,,"DAXSS Set X123 Auto Input Offset","",88,,,,,,,,18140000000460F06F5A5A,
daxss,cmd,set_x123_thresh,0x14,0x60,,,,"DAXSS Set X123 Auto Fast Threshold","",88,,,,,,,,18140000000460F36C5A5A,
daxss,cmd,watchdog,0x14,0x60,,,,"DAXSS Trigger Watchdog Reset","",88,,,,,,,,18140000000460FC635A5A,
daxss,cmd,set_last_cmd_timeout,0x14,0x60,,,,"DAXSS Set Last CMD Watchdog Timeout","",104,,,,,,,,18140000000660FD0000625A5A,
,,timeout,,,,,,"","",,64,U16,,,none,,,,
adcs,cmd,Command_NoOp,0x3,0x1,,,,"No operation. Increments command accept counter by 1.","",64,,,,,,,,1803000000010101,
adcs,cmd,TrackerCtrl_MaxBackgndOps,0x3,0x26,,,,"Maximum allowable background level for tracker operations.","",96,,,,,,,,180300000005262000000000,
,,MaxLevel,,,,,,"","0 will result in always excluding tracker. 1023 will effectively disable the check.",,64,U16,,,none,,,,
,,Response,,,,,,"0=Disable usage if MaxLevel exceeded, 1=Go to Idle mode if MaxLevel exceeded.","",,80,U8,,,none,,,,
,,TrkNum,,,,,,"Tracker number","",,88,U8,,,none,,,,
adcs,cmd,TrackerCtrl_TEST_TrackerTestMode,0x3,0x26,,,,"","Bypass attitude calculation, and use attitude injected via LVDS test port. Not for use with RDP simulation.",80,,,,,,,,180300000003260D0000,
,,Status,,,,,,"0=Disable, Test data ignored. 1=AttData, Only injected attitude is use.","",,64,U8,,,none,,,,
,,TrkNum,,,,,,"Tracker number","",,72,U8,,,none,,,,
adcs,cmd,TrackerCtrl_TEST_DetTestImage,0x3,0x26,,,,"Take a test image with the detector. TEST ONLY","",72,,,,,,,,18030000000226FC00,
,,TrkNum,,,,,,"Tracker number","",,64,U8,,,none,,,,
adcs,cmd,TrackerCtrl_ExtNstSwReadTime,0x3,0x26,,,,"","Adjusts when control FSW reads external tracker telemetry from controller FPGA (value should be ~15 ms greater than FpgaReadTime)",72,,,,,,,,180300000002263600,
,,ReadTime,,,,,,"","Milliseconds after the start of the frame flag when FSW reads the FPGA for the external tracker telemetry",,64,U8,,,none,,,,
adcs,cmd,TrackerCtrl_SoftReinit,0x3,0x26,,,,"Re-initialize subset of key software variables.","",72,,,,,,,,180300000002262800,
,,TrkNum,,,,,,"Tracker number","",,64,U8,,,none,,,,
adcs,cmd,TrackerCtrl_GoToTrack,0x3,0x26,,,,"Go to track mode. Uses previously calculated tracker attitude.","",72,,,,,,,,180300000002260C00,
,,TrkNum,,,,,,"Tracker number","",,64,U8,,,none,,,,
adcs,cmd,TrackerCtrl_ReadImageLine,0x3,0x26,,,,"Place the specified line of specified image in Video Line Buffer for downlink.","",104,,,,,,,,18030000000626100000000000,
,,spare,,,,,,"spare","",,64,U8,,,none,,,,
,,ImageNum,,,,,,"Photo image number","",,72,U8,,,none,,,,
,,LineNum,,,,,,"Line number of specified image","",,80,U16,,,none,,,,
,,Trknum,,,,,,"Tracker number","",,96,U8,,,none,,,,
adcs,cmd,TrackerCtrl_Exclusion_List,0x3,0x26,,,,"Add star catalog IDs to exclusion list, so they won't be used.","",104,,,,,,,,18030000000626170000000000,
,,spare,,,,,,"spare","",,64,U8,,,none,,,,
,,Index,,,,,,"0=Clear entire list.","",,72,U8,,,none,,,,
